question_id ;question_english;correct_answer_english;incorrect_answer_1_english;incorrect_answer_2_english;incorrect_answer_3_english;question_french;correct_answer_french;incorrect_answer_1_french;incorrect_answer_2_french;incorrect_answer_3_french
B-006-010-005;If a magnetic-base whip antenna is placed on the roof of a car, in what direction does it send out radio energy?;It goes out equally well in all horizontal directions;Most of it is aimed high into the sky;Most of it goes equally in two opposite directions;Most of it goes in one direction;Si une antenne à base magnétique est installée sur le toit de votre auto, dans quelle direction voyageront les ondes radio?;Également dans toutes les directions horizontales;En grande partie vers le ciel;Également dans deux directions opposées;Principalement dans une seule direction
B-006-010-006;What is an advantage of downward sloping radials on a ground plane antenna?;It brings the feed point impedance closer to 50 ohms;It increases the radiation angle;It brings the feed point impedance closer to 300 ohms;It lowers the radiation angle;Quel est l'avantage de radiales en pente vers le bas sur une antenne à plan de sol?;Ça permet de porter l'impédance à environ 50 ohms au point d'alimentation;Ça augmente l'angle de rayonnement;Ça permet de porter l'impédance à environ 300 ohms au point d'alimentation;Ça diminue l'angle de rayonnement
B-006-010-007;What happens to the feed point impedance of a ground-plane antenna when its radials are changed from horizontal to downward-sloping?;It increases;It decreases;It stays the same;It approaches zero;Qu'arrive-t-il à l'impédance au point d'alimentation d'une antenne à plan de sol lorsqu'on change les radiales horizontales pour des radiales en pente?;Elle augmente;Elle diminue;Elle demeure la même;Elle se rapproche de zéro
B-006-010-008;Which of the following transmission lines will give the best match to the base of a quarter-wave ground-plane antenna?;50 ohms coaxial cable;300 ohms balanced transmission line;75 ohms balanced transmission line;300 ohms coaxial cable;Laquelle des lignes de transmission fournit la meilleure adaptation à la base d'une antenne quart d'onde à plan de sol?;Un câble coaxial de 50 ohms;Une ligne de transmission symétrique de 300 ohms;Une ligne de transmission symétrique de 75 ohms;Un câble coaxial de 300 ohms
B-006-010-009;The main characteristic of a vertical antenna is that it will:;receive signals equally well from all compass points around it;be very sensitive to signals coming from horizontal antennas;require few insulators;be easy to feed with TV ribbon transmission line;La caractéristique principale d'une antenne verticale est qu'elle :;reçoit avec la même sensibilité les émissions provenant de tous les azimuts (directions) autour de l'antenne;est très sensible aux signaux provenant d'antennes horizontales;ne nécessite que peu d'isolateurs;peut facilement être alimentée en utilisant une ligne bifilaire de télévision
B-006-010-010;Why is a loading coil often used with an HF mobile vertical antenna?;To tune out capacitive reactance;To lower the losses;To lower the Q;To filter out electrical noise;Pourquoi utilise-t-on une bobine de charge avec une antenne HF verticale mobile?;Pour annuler la réactance capacitive;Pour diminuer les pertes;Pour diminuer le facteur Q;Pour filtrer le bruit électrique
B-006-010-011;What is the main reason why so many VHF base and mobile antennas are 5/8 of a wavelength?;The angle of radiation is low;The angle of radiation is high giving excellent local coverage;It is easy to match the antenna to the transmitter;It's a convenient length on VHF;Quelle est la principale raison pour laquelle de si nombreuses antennes VHF de base et mobiles mesurent 5/8 de la longueur d'onde?;Parce que l'angle de rayonnement est bas;Parce que l'angle de rayonnement est élevé, ce qui donne une excellente couverture locale;Parce qu'il est facile d'adapter l'antenne à l'émetteur;Parce que c'est une longueur commode en VHF
B-006-011-001;How many directly driven elements do most Yagi antennas have?;One;Two;Three;None;Combien d'éléments alimentés (directement de la ligne) retrouve-t-on sur la plupart des antennes Yagi?;Un;Deux;Trois;Aucun
B-006-011-002;Approximately how long is the driven element of a Yagi antenna for 14.0 MHz?;10.21 metres (33.5 feet);5.21 metres (17 feet);10.67 metres (35 feet);20.12 metres (66 feet);Quelle est la longueur approximative de l'élément alimenté d'une antenne Yagi syntonisée à 14 MHz?;10,21 mètres (33,5 pieds);5,21 mètres (17 pieds);10,67 mètres (35 pieds);20,12 mètres (66 pieds)
B-006-011-003;Approximately how long is the director element of a Yagi antenna for 21.1 MHz?;6.4 metres (21 feet);5.18 metres (17 feet);3.2 metres (10.5 feet);12.8 metres (42 feet);Quelle est la longueur approximative de l'élément directeur d'une antenne Yagi syntonisée à 21,1 MHz?;6,4 mètres (21 pieds);5,18 mètres (17 pieds);3,2 mètres (10,5 pieds);12,8 mètres (42 pieds)
B-006-011-004;Approximately how long is the reflector element of a Yagi antenna for 28.1 MHz?;5.33 metres (17.5 feet);4.88 metres (16 feet);10.67 metres (35 feet);2.66 metres (8.75 feet);Quelle est la longueur approximative de l'élément réflecteur d'une antenne Yagi syntonisée à 28,1 MHz?;5,33 mètres (17,5 pieds);4,88 mètres (16 pieds);10,67 mètres (35 pieds);2,66 mètres (8,75 pieds)
B-006-011-005;What is one effect of increasing the boom length and adding directors to a Yagi antenna?;Gain increases;SWR increases;Weight decreases;Wind load decreases;Qu'arrive-t-il si on augmente la longueur du bras de support ("boom") et si on rajoute des directeurs à une antenne Yagi?;On augmente le gain;On augmente le ROS;On diminue le poids;On diminue la charge due au vent
B-006-011-006;What are some advantages of a Yagi with wide element spacing?;High gain, less critical tuning and wider bandwidth;High gain, lower loss and a low SWR;High front-to-back ratio and lower input resistance;Shorter boom length, lower weight and wind resistance;Quels sont les avantages d'une antenne Yagi dont les éléments sont très espacés?;Un gain élevé, une syntonisation moins critique et une plus grande largeur de bande;Un gain élevé, une perte moins grande et un ROS peu élevé;Un rapport avant/arrière élevé et une basse résistance d'entrée;Un bras de support ("boom") moins long, un poids réduit et une charge due au vent moindre
B-006-011-007;Why is a Yagi antenna often used for radiocommunications on the 20-metre band?;It helps reduce interference from other stations off to the side or behind;It provides excellent omnidirectional coverage in the horizontal plane;It is smaller, less expensive and easier to erect than a dipole or vertical antenna;It provides the highest possible angle of radiation for the HF bands;Pourquoi utilise-t-on très souvent une antenne Yagi pour les radiocommunications sur la bande 20 mètres?;Parce qu'elle réduit les interférences venant de stations localisées sur les côtés ou à l'arrière de son lobe majeur;Parce qu'elle procure une excellente réception omnidirectionnelle au plan horizontal;Parce qu'elle est plus petite, moins coûteuse et plus facile à installer qu'un dipôle ou une antenne verticale;Parce qu'elle permet l'angle de rayonnement le plus élevé pour les bandes HF
B-006-011-008;What does "antenna front-to-back ratio" mean in reference to a Yagi antenna?;The power radiated in the major radiation lobe compared to the power radiated in exactly the opposite direction;The relative position of the driven element with respect to the reflectors and directors;The power radiated in the major radiation lobe compared to the power radiated 90 degrees away from that direction;The number of directors versus the number of reflectors;Que veut dire le rapport avant/arrière lorsque l'on parle d'une antenne Yagi?;La puissance rayonnée dans le lobe principal par rapport à la puissance rayonnée dans le sens opposé;La position relative de l'élément alimenté par rapport aux éléments réflecteurs et directeurs;La puissance rayonnée dans le lobe principal par rapport à la puissance rayonnée sur les côtés, à 90 degrés;Le nombre de directeurs par rapport au nombre de réflecteurs
B-006-011-009;What is a good way to get maximum performance from a Yagi antenna?;Optimize the lengths and spacing of the elements;Use RG-58 transmission line;Use a reactance bridge to measure the antenna performance from each direction around the antenna;Avoid using towers higher than 9 metres (30 feet) above the ground;Comment doit-on s'y prendre pour obtenir un rendement idéal avec une antenne Yagi?;Choisir les longueurs optimales pour les éléments et pour les distances entre les éléments;Utiliser un câble coaxial RG-58 comme ligne de transmission;Utiliser un pont à réactance pour mesurer le rayonnement de l'antenne dans toutes les directions;Éviter d'utiliser des pylônes de plus de 9 mètres (30 pieds)
B-006-011-010;The spacing between the elements on a three-element Yagi antenna, representing the best overall choice, is _____ of a wavelength.;0.20;0.10;0.50;0.75;Quel serait le meilleur choix d'espacement entre les éléments d'une antenne Yagi à trois éléments?;0,20 longueur d'onde;0,10 longueur d'onde;0,50 longueur d'onde;0,75 longueur d'onde
B-006-011-011;If the forward gain of a six-element Yagi is about 10 dBi, what would the gain of two of these antennas be if they were "stacked"?;13 dBi;7 dBi;20 dBi;10 dBi;Si le gain d'une antenne Yagi à six éléments est d'environ 10 dBi, quel serait le gain global de deux de ces antennes si elles étaient jumelées ("stacked")?;13 dBi;7 dBi;20 dBi;10 dBi
B-006-012-001;If you made a half-wavelength dipole antenna for 28.150 MHz, how long would it be?;5.08 metres (16.62 ft);10.5 metres (34.37 ft);28.55 metres (93.45 ft);10.16 metres (33.26 ft);Si vous construisez une antenne dipôle demi-onde syntonisée à 28,150 MHz, quelle en sera la longueur?;5,08 mètres (16,62 pieds);10,5 mètres (34,37 pieds);28,55 mètres (93,45 pieds);10,16 mètres (33,26 pieds)
B-006-012-002;What is one disadvantage of a random wire antenna?;You may experience RF feedback in your station;It usually produces vertically polarized radiation;It must be longer than 1 wavelength;You must use an inverted T matching network for multi-band operation;Quel est l'inconvénient occasionnel d'une antenne de fil d'une longueur quelconque ("random wire")?;De l'énergie RF parasite ("RF feedback") pourrait affecter votre station;Elle produit habituellement un rayonnement de polarisation verticale;Elle doit dépasser une longueur d'onde;Vous devez utiliser un adaptateur en T inversé pour l'opération multibande
B-006-012-003;What is the low angle radiation pattern of an ideal half-wavelength dipole HF antenna in free space installed parallel to the Earth?;It is a figure-eight, perpendicular to the antenna;It is a circle (equal radiation in all directions);It is two smaller lobes on one side of the antenna, and one larger lobe on the other side;It is a figure-eight, off both ends of the antenna;Quel est le diagramme idéal du rayonnement d'une antenne dipôle demi-onde HF idéale lorsque qu'elle est érigée parallèle au sol, en espace libre ("free space")?;La forme d'un huit, perpendiculaire au dipôle;Un cercle (un rayonnement identique dans toutes les directions);Deux petits lobes sur un côté de l'antenne et un lobe plus important de l'autre côté de l'antenne;La forme d'un huit à chacune des extrémités du dipôle
B-006-012-004;The impedances in ohms at the feed point of the dipole and folded dipole in free space are, respectively:;73 and 300;73 and 150;52 and 100;52 and 200;Les impédances au point d'alimentation du dipôle et du dipôle replié en espace libre ("free space") sont respectivement de :;73 et 300;73 et 150;52 et 100;52 et 200
B-006-012-005;A horizontal dipole transmitting antenna, installed at an ideal height so that the ends are pointing North/South, radiates:;mostly to the East and West;mostly to the South and North;mostly to the South;equally in all directions;Une antenne dipôle horizontale installée à une hauteur idéale et dont les extrémités sont orientées nord/sud est utilisée en émission. Cette antenne rayonne :;plus fortement en direction de l'est et de l'ouest;plus fortement en direction du sud et du nord;plus fortement en direction du sud;également dans toutes les directions
B-006-012-006;How does the bandwidth of a folded dipole antenna compare with that of a simple dipole antenna?;It is greater;It is essentially the same;It is less than 50%;It is 0.707 times the bandwidth;Comment se compare la largeur de bande d'un dipôle replié par rapport à un simple dipôle?;Elle est plus large;Elle est à peu près la même;Elle est 50 % moins large;Elle est 0,707 fois la largeur de bande
B-006-012-007;What is a disadvantage of using an antenna equipped with traps?;It may radiate harmonics more readily;It is too sharply directional at lower frequencies;It must be neutralized;It can only be used for one band;Quel est l'inconvénient d'une antenne à pièges ("traps")?;Elle pourrait rayonner des harmoniques plus aisément;Elle est trop directionnelle aux basses fréquences;Elle doit être neutralisée;Elle ne fonctionne que sur une bande
B-006-012-008;What is an advantage of using a trap antenna?;It may be used for multi-band operation;It has high directivity at the higher frequencies;It has high gain;It minimizes harmonic radiation;Quel est l'avantage à utiliser une antenne à pièges ("traps")?;Elle peut être utilisée comme antenne multibande;Elle a une grande directivité pour les hautes fréquences;Elle a un gain élevé;Elle diminue le rayonnement des harmoniques
B-006-012-009;If you were to cut a half wave dipole for 3.75 MHz, what would be its approximate length?;38 meters (125 ft);32 meters (105 ft);45 meters (145 ft);75 meters (245 ft);L'antenne dipôle est la plus communément utilisée par les radioamateurs. Si vous deviez régler cette antenne pour qu'elle résonne à 3,75 MHz, quelle en serait la longueur approximative?;38 mètres (125 pieds);32 mètres (105 pieds);45 mètres (145 pieds);75 mètres (245 pieds)
B-006-013-001;What is a cubical quad antenna?;Two or more parallel four-sided wire loops, each approximately one-electrical wavelength long;A center-fed wire 1/2-electrical wavelength long;A vertical conductor 1/4-electrical wavelength high, fed at the bottom;Four straight, parallel elements in line with each other, each approximately 1/2-electrical wavelength long;Qu'est-ce qu'une antenne "quad cubique"?;Deux ou plusieurs boucles à quatre côtés, disposées parallèlement, et ayant chacune l'équivalent d'une longueur d'onde;Un fil d'une demi-longueur d'onde alimenté par le centre;Un conducteur vertical ayant 1/4 de longueur d'onde, et alimenté à sa base;Quatre éléments droits, disposés parallèlement et ayant chacun l'équivalent d'une demi-longueur d'onde
B-006-013-002;What is a delta loop antenna?;An antenna whose elements are each a three sided loop whose total length is approximately one electrical wavelength;A large copper ring or wire loop, used in direction finding;An antenna system made of three vertical antennas, arranged in a triangular shape;An antenna made from several triangular coils of wire on an insulating form;Qu'est-ce qu'une antenne à boucle delta ("delta loop")?;Une antenne dont les éléments sont des boucles à trois côtés et d'une longueur proche d'une longueur d'onde électrique;Une boucle d'un seul tour de grande dimension ou de plusieurs tours de fil que l'on utilise pour déterminer l'angle d'arrivée d'un signal radio ("direction finding");Un système d'antenne fait de trois antennes verticales disposées en triangle;Une antenne faite de plusieurs bobines (de fil) triangulaires disposées sur un matériau isolant
B-006-013-003;Approximately how long is each side of a cubical quad antenna driven element for 21.4 MHz?;3.54 metres (11.7 feet);0.36 metres (1.17 feet);14.33 metres (47 feet);143 metres (469 feet);Quelle est la longueur approximative d'un côté de l'élément alimenté d'une "quad cubique" lorsque l'antenne est syntonisée à 21,4 MHz?;3,54 mètres (11,7 pieds);0,36 mètre (1,17 pied);14,33 mètres (47 pieds);143 mètres (469 pieds)
B-006-013-004;Approximately how long is each side of a cubical quad antenna driven element for 14.3 MHz?;5.36 metres (17.6 feet);21.43 metres (70.3 feet);53.34 metres (175 feet);7.13 metres (23.4 feet);Quelle est la longueur approximative d'un côté de l'élément alimenté d'une "quad cubique" lorsque l'antenne est syntonisée à 14,3 MHz?;5,36 mètres (17,6 pieds);21,43 mètres (70,3 pieds);53,34 mètres (175 pieds);7,13 mètres (23,4 pieds)
B-006-013-005;Approximately how long is each leg of a symmetrical delta loop antenna driven element for 28.7 MHz?;3.5 metres (11.5 feet);2.67 metres (8.75 feet);7.13 metres (23.4 feet);10.67 metres (35 feet);Une antenne à boucle delta équilatérale (3 côtés égaux) est syntonisée à 28,7 MHz. Quelle est la longueur approximative d'un côté de son élément alimenté?;3,5 mètres (11,5 pieds);2,67 mètres (8,75 pieds);7,13 mètres (23,4 pieds);10,67 mètres (35 pieds)
B-006-013-006;Which statement about two-element delta loops and quad antennas is true?;They compare favourably with a three-element Yagi;They perform very well only at HF;They are effective only when constructed using insulated wire;They perform poorly above HF;Lequel des énoncés suivants est vrai au sujet des antennes à boucle delta 2 éléments et antennes "quad" 2 éléments?;Elles se comparent favorablement avec l'antenne Yagi à 3 éléments;Elles ne donnent un bon rendement que sur les ondes HF;Elles ne sont performantes que si elles sont fabriquées de fils isolés;Elles ne donnent pas un bon rendement au-delà des ondes HF
B-006-013-007;Compared to a dipole antenna, what are the directional radiation characteristics of a cubical quad antenna?;The quad has more directivity in both horizontal and vertical planes;The quad has more directivity in the horizontal plane but less directivity in the vertical plane;The quad has less directivity in the horizontal plane but more directivity in the vertical plane;The quad has less directivity in both horizontal and vertical planes;Quelles sont les caractéristiques de rayonnement d'une antenne "quad cubique" lorsqu'on la compare à un dipôle?;L'antenne "quad" a plus de directivité sur le plan horizontal et sur le plan vertical;L'antenne "quad" a plus de directivité sur le plan horizontal, mais moins de directivité sur le plan vertical;L'antenne "quad" a moins de directivité sur le plan horizontal, mais plus de directivité sur le plan vertical;L'antenne "quad" a moins de directivité sur le plan horizontal et le plan vertical
B-006-013-008;Moving the feed point of a multi-element quad antenna from a side parallel to the ground to a side perpendicular to the ground will have what effect?;It will change the antenna polarization from horizontal to vertical;It will change the antenna polarization from vertical to horizontal;It will significantly decrease the antenna feed point impedance;It will significantly increase the antenna feed point impedance;Si on change le point d'alimentation d'une antenne "quad" à plusieurs éléments d'un côté parallèle au sol à un côté perpendiculaire au sol, quel changement en résulterait?;Un changement de polarisation : d'horizontale à verticale;Un changement de polarisation : de verticale à horizontale;Il y aura une diminution marquée de l'impédance au point d'alimentation de l'antenne;Il y aura une augmentation marquée de l'impédance au point d'alimentation de l'antenne
B-006-013-009;What does the term "antenna front-to-back ratio" mean in reference to a delta loop antenna?;The power radiated in the major radiation lobe compared to the power radiated in exactly the opposite direction;The relative position of the driven element with respect to the reflectors and directors;The power radiated in the major radiation lobe compared to the power radiated 90 degrees away from that direction;The number of directors versus the number of reflectors;Que signifie le rapport avant/arrière lorsque l'on parle d'une antenne à boucle delta?;La puissance rayonnée dans la direction du lobe principal par rapport à la puissance rayonnée dans la direction inverse;La position relative de l'élément alimenté par rapport aux éléments réflecteurs et directeurs;La puissance rayonnée dans la direction du lobe principal par rapport à la puissance rayonnée sur les côtés, à 90 degrés;Le nombre de directeurs par rapport au nombre de réflecteurs
B-006-013-010;The cubical "quad" or "quad" antenna consists of two or more square loops of wire. The driven element has an approximate overall length of:;one wavelength;three-quarters of a wavelength;two wavelengths;one-half wavelength;L'antenne "quad" ou "quad cubique" est formée de fils disposés en deux ou plusieurs boucles carrées. L'élément alimenté a une longueur d'environ :;une longueur d'onde;trois quarts de longueur d'onde;deux longueurs d'onde;une demi-longueur d'onde
B-006-013-011;The delta loop antenna consists of two or more triangular structures mounted on a boom. The overall length of the driven element is approximately:;one wavelength;one-quarter of a wavelength;two wavelengths;one-half of a wavelength;L'antenne à boucle delta est composée de deux ou plusieurs structures en triangle montées sur un bras de support ("boom"). La longueur globale de l'élément alimenté est d'environ :;une longueur d'onde;un quart de longueur d'onde;deux longueurs d'onde;une demi-longueur d'onde
B-007-001-001;What type of propagation usually occurs from one hand-held VHF transceiver to another nearby?;Line-of-sight propagation;Tunnel propagation;Skywave propagation;Auroral propagation;Quel est le genre de propagation utilisé entre deux émetteurs portatifs VHF situés relativement près l'un de l'autre?;Propagation à vue;Propagation en tunnel;Propagation par ondes ionosphériques;Propagation aurorale
B-007-001-002;How does the range of sky-wave propagation compare to ground-wave propagation?;It is much longer;It is much shorter;It is about the same;It depends on the weather;Quelle est la portée des ondes ionosphériques comparée à la propagation des ondes de sol?;La portée est beaucoup plus longue;La portée est beaucoup plus courte;C'est à peu près la même portée;Tout dépend des conditions météorologiques
B-007-001-003;When a signal is returned to Earth by the ionosphere, what is this called?;Sky-wave propagation;Tropospheric propagation;Ground-wave propagation;Earth-Moon-Earth propagation;Sous quel type de propagation un signal est-il redirigé vers la terre par l'ionosphère?;Propagation par ondes de ciel;Propagation troposphérique;Propagation par onde de sol;Propagation par réflexion sur la lune
B-007-001-004;How are VHF signals propagated within the range of the visible horizon?;By direct wave;By sky wave;By plane wave;By geometric wave;Comment les signaux VHF sont-ils propagés jusqu'à l'horizon visible?;Par ondes directes;Par ondes ionosphériques;Par ondes planes;Par ondes géométriques
B-007-001-005;Skywave is another name for:;ionospheric wave;tropospheric wave;ground wave;inverted wave;L'onde de ciel est le nom que l'on emploie parfois pour désigner :;l'onde ionosphérique;l'onde troposphérique;l'onde de sol;l'onde inversée
B-007-001-006;That portion of the radiation which is directly affected by the surface of the Earth is called:;ground wave;tropospheric wave;ionospheric wave;inverted wave;La portion de l'onde rayonnée qui subit directement l'influence de la surface de la Terre s'appelle :;l'onde de sol;l'onde troposphérique;l'onde ionosphérique;l'onde inversée
B-007-001-007;At lower HF frequencies, radiocommunication out to 200 km is made possible by:;ground wave;troposphere;skip wave;ionosphere;Sur des fréquences basses du spectre HF, une radiocommunication s'étendant à 200 km durant le jour est rendue possible par :;l'onde de sol;la troposphère;l'onde de saut;l'ionosphère
B-007-001-008;The distance travelled by ground waves:;is less at higher frequencies;depends on the maximum usable frequency;is more at higher frequencies;is the same for all frequencies;La distance de propagation des ondes de sol :;est inférieure pour les fréquences élevées;dépend de la fréquence maximale utilisable;est supérieure pour les fréquences élevées;est la même pour toutes les fréquences
B-007-001-009;The radio wave which follows a path from the transmitter to the ionosphere and back to Earth is known correctly as the:;ionospheric wave;F layer;surface wave;skip wave;Une onde radio en provenance d'un émetteur terrestre suit un trajet jusqu'à l'ionosphère puis revient sur terre. Cette onde est appelée :;onde ionosphérique;couche F;onde de surface;onde de saut
B-007-001-010;Reception of high frequency (HF) radio waves beyond 4000 km is generally made possible by:;ionospheric wave;ground wave;skip wave;surface wave;La réception de signaux radio haute fréquence (HF) au-delà de 4000 km est généralement rendue possible par :;l'onde ionosphérique;l'onde de sol;l'onde de saut;l'onde de surface
B-007-002-001;What causes the ionosphere to form?;Solar radiation ionizing the outer atmosphere;Lightning ionizing the outer atmosphere;Release of fluorocarbons into the atmosphere;Temperature changes ionizing the outer atmosphere;Comment expliquer la formation de l'ionosphère?;Le rayonnement solaire ionise la couche extérieure de l'atmosphère;Les éclairs ionisent la couche extérieure de l'atmosphère;Des fluorocarbures sont relâchés dans l'atmosphère;Les changements de température ionisent la couche extérieure de l'atmosphère
B-007-002-002;What type of solar radiation is most responsible for ionization in the outer atmosphere?;Ultraviolet;Microwave;Ionized particles;Thermal;Quel type de rayonnement solaire est principalement responsable de l'ionisation de la haute atmosphère?;L'ultraviolet;Les micro-ondes;Les particules ionisées;Les radiations thermiques
B-007-002-003;Which ionospheric region is closest to the Earth?;The D region;The E region;The F region;The A region;Quelle est la couche ionosphérique la plus près de la terre?;La couche D;La couche E;La couche F;La couche A
B-007-002-004;Which region of the ionosphere is the least useful for long distance radio-wave propagation?;The D region;The F2 region;The F1 region;The E region;Quelle couche ionosphérique est la moins utile pour les communications à longues distances par ondes radio?;La couche D;La couche F2;La couche F1;La couche E
B-007-002-005;What two sub-regions of ionosphere exist only in the daytime?;F1 and F2;Troposphere and stratosphere;Electrostatic and electromagnetic;D and E;Quelles sont les deux couches qui se séparent et ne sont présentes dans l'ionosphère que le jour?;F1 et F2;La troposphère et la stratosphère;La couche électrostatique et la couche électromagnétique;D et E
B-007-002-006;When is the ionosphere most ionized?;Midday;Dawn;Midnight;Dusk;Quand l'ionosphère est-elle ionisée au maximum?;Au milieu de la journée;Avant le lever du soleil;Au milieu de la nuit;Au crépuscule
B-007-002-007;When is the ionosphere least ionized?;Shortly before dawn;Just after noon;Just after dusk;Shortly before midnight;Quand l'ionisation de l'ionosphère est-elle au minimum?;Un peu avant l'aurore;Tout de suite après le milieu du jour;Juste après le crépuscule;Un peu avant minuit
B-007-002-008;Why is the F2 region mainly responsible for the longest distance radio-wave propagation?;Because it is the highest ionospheric region;Because it exists only at night;Because it is the lowest ionospheric region;Because it does not absorb radio waves as much as other ionospheric regions;Pourquoi la couche F2 est-elle la meilleure pour établir des contacts longues distances par ondes ionosphériques?;Parce qu'elle est la plus haute couche ionosphérique;Parce qu'elle n'apparaît que la nuit;Parce qu'elle est la plus basse couche ionosphérique;Parce qu'elle n'absorbe pas autant les ondes radio que les autres couches ionosphériques
B-007-002-009;What is the main reason the 160, 80 and 40 metre amateur bands tend to be useful only for short-distance communications during daylight hours?;Because of D-region absorption;Because of auroral propagation;Because of magnetic flux;Because of a lack of activity;Quelle est la principale raison expliquant que durant le jour les bandes de 160, 80 et 40 mètres sont surtout pratiques pour les communications à courtes distances?;En raison du phénomène d'absorption par la couche D;En raison de la propagation aurorale;En raison du flux magnétique;En raison d'un manque d'activité
B-007-002-010;During the day, one of the ionospheric layers splits into two parts called:;F1 and F2;D1 and D2;E1 and E2;A and B;Pendant le jour, une des couches ionosphériques se sépare en deux parties appelées :;F1 et F2;D1 et D2;E1 et E2;A et B
B-007-002-011;The position of the E layer in the ionosphere is:;below the F layer;below the D layer;sporadic;above the F layer;La position de la couche E dans l'ionosphère est :;au-dessous de la couche F;au-dessous de la couche D;sporadique;au-dessus de la couche F
B-007-003-001;What is a skip zone?;An area which is too far away for ground-wave propagation, but too close for sky-wave propagation;An area which is too far away for ground-wave or sky-wave propagation;An area covered by sky-wave propagation;An area covered by ground-wave propagation;Qu'est-ce qu'une zone de silence?;Une zone située au-delà de la portée de l'onde de sol, mais trop rapprochée pour l'onde de ciel;Une zone trop éloignée pour l'onde de sol ou l'onde de ciel;Une zone couverte par l'onde de ciel;Une zone couverte par l'onde de sol
B-007-003-002;What is the maximum distance along the Earth's surface that is normally covered in one hop using the F2 region?;4000km (2500 miles);None  the F2 region does not support radio-wave propagation;2000 km (1250 miles);300 km (190 miles);Quelle est la distance maximale que peut parcourir sur la surface de la Terre un signal radio réfléchi une seule fois par la couche ionosphérique F2?;4000 km (2500 milles);Aucune, la région F2 ne permet pas la réflexion d'un signal radio;2000 km (1250 milles);300 km (190 milles)
B-007-003-003;What is the maximum distance along the Earth's surface that is normally covered in one hop using the E region?;2000 km (1250 miles);300 km (190 miles);4000 km (2500 miles);None  the E region does not support radio-wave propagation;Quelle est la distance maximale, sur la surface de la Terre, que peut parcourir une onde radio réfléchie une seule fois par la couche E?;2000 km (1250 milles);300 km (190 milles);4000 km (2500 milles);Aucune, les ondes radio ne sont pas réfléchies par la couche E
B-007-003-004;Skip zone is:;a zone between the end of the ground wave and the point where the first refracted wave returns to Earth;a zone of silence caused by lost sky waves;a zone between any two refracted waves;a zone between the antenna and the return of the first refracted wave;La zone de silence est :;une zone entre l'extrémité de l'onde de sol et le point où la première onde réfractée retourne sur la terre;une zone de silence causée par les ondes ionosphériques perdues;une zone entre deux ondes réfractées quelconques;une zone entre l'antenne et le retour de la première onde réfractée
B-007-003-005;The distance to Europe from your location is approximately 5000 km. What sort of propagation is the most likely to be involved?;Multihop;Sporadic "E";Back scatter;Tropospheric scatter;La distance entre votre station et l'Europe est d'environ 5000 km. Quel genre de propagation est le plus probable entre ces deux endroits :;la propagation par sauts multiples;la propagation par ionisation sporadique de la couche E;la propagation par dispersion arrière;la propagation par dispersion troposphérique
B-007-003-006;For radio signals, the skip distance is determined by the:;height of the ionosphere and the angle of radiation;power fed to the power amplifier;angle of radiation;type of transmitting antenna used;Pour les signaux radio, la distance d'un saut est déterminée par :;la hauteur de l'ionosphère et l'angle de rayonnement;la puissance d'entrée de l'amplificateur de puissance de l'émetteur;l'angle de rayonnement;le genre d'antenne d'émission utilisée
B-007-003-007;The distance from the transmitter to the nearest point where the sky wave returns to the Earth is called the:;skip distance;skip zone;angle of radiation;maximum usable frequency;La distance entre l'émetteur et le point le plus rapproché où l'onde ionosphérique retourne sur la terre s'appelle :;la distance d'un saut;la zone de silence;l'angle de rayonnement;la fréquence maximale utilisable
B-007-003-008;Skip distance is the:;the minimum distance reached by a signal after one reflection by the ionosphere;the maximum distance reached by a signal after one reflection by the ionosphere;the minimum distance reached by a ground-wave signal;the maximum distance a signal will travel by both a ground wave and reflected wave;La distance d'un saut est :;la distance minimale qu'un signal atteint après une réflexion sur l'ionosphère;la distance maximale qu'un signal atteint après une réflexion sur l'ionosphère;la distance minimale atteinte par une onde de sol;la distance maximale qu'un signal parcourt à la fois par l'onde de sol et par l'onde réfléchie
B-007-003-009;Skip distance is a term associated with signals from the ionosphere. Skip effects are due to:;reflection and refraction from the ionosphere;selective fading of local signals;high gain antennas being used;local cloud cover;La distance d'un saut est un terme associé aux signaux provenant de l'ionosphère. Le phénomène de saut est dû à :;la réflexion et la réfraction des ondes dans l'ionosphère;un évanouissement sélectif des signaux locaux;l'utilisation d'antennes à gain élevé;une couverture nuageuse locale
B-007-003-010;The skip distance of a sky wave will be greatest when the:;angle between the ground and the radiation is smallest;polarization is vertical;ionosphere is most densely ionized;signal given out is strongest;La distance d'un saut d'une onde ionosphérique est d'autant plus longue que :;l'angle entre la direction du rayonnement et le sol est plus petit;la polarisation est verticale;l'ionosphère est plus fortement ionisée;le signal émis est plus fort
B-007-003-011;If the height of the reflecting layer of the ionosphere increases, the skip distance of a high frequency (HF) transmission:;becomes greater;stays the same;varies regularly;decreases;Si la hauteur de la couche réfléchissante de l'ionosphère augmente, la distance d'un saut d'une émission haute fréquence (HF) :;augmente;reste la même;varie de manière régulière;diminue
